timestamp,wind_10m_ms,wind_50m_ms,temp_air_c,surface_pressure_kpa,relative_humidity_pct,wind_hub_ms,air_density_kgm3,wind_power_density_wm2,turbine_ac_kw_per_unit,capacity_factor
2023-01-03 02:00:00,4.070000,5.580000,12.950000,98.620000,85.160000,7.445587,1.200852,247.831405,1371.572791,0.397557
2023-01-03 03:00:00,4.170000,5.760000,12.890000,98.620000,86.660000,7.628525,1.201104,266.607501,1457.061101,0.422337
2023-01-03 04:00:00,4.320000,5.860000,12.770000,98.650000,87.900000,7.902932,1.201974,296.640036,1586.009795,0.459713
2023-01-03 05:00:00,4.250000,5.630000,12.800000,98.720000,87.580000,7.774875,1.202701,282.623198,1527.249251,0.442681
2023-01-03 06:00:00,4.260000,5.560000,13.310000,98.790000,83.840000,7.793169,1.201411,284.317614,1534.133465,0.444676
2023-01-03 07:00:00,4.130000,5.300000,14.310000,98.850000,76.010000,7.555349,1.197958,258.330317,1419.253383,0.411378
2023-01-03 08:00:00,3.380000,4.240000,15.520000,98.870000,67.370000,6.183313,1.193178,141.038913,854.372857,0.247644
2023-01-03 09:00:00,2.310000,2.900000,16.740000,98.850000,60.410000,4.225873,1.187916,44.823457,282.331111,0.081835
2023-01-03 10:00:00,1.210000,1.610000,17.730000,98.820000,57.580000,2.213553,1.183514,6.418197,0.000000,0.000000
2023-01-03 11:00:00,0.430000,0.590000,18.360000,98.780000,58.070000,0.786634,1.180478,0.287307,0.000000,0.000000
2023-01-03 12:00:00,0.640000,0.640000,18.860000,98.740000,55.110000,1.170805,1.177980,0.945282,0.000000,0.000000
2023-01-03 13:00:00,0.950000,1.090000,19.000000,98.690000,54.460000,1.737913,1.176819,3.088617,0.000000,0.000000
2023-01-03 14:00:00,1.080000,1.280000,19.360000,98.660000,54.350000,1.975733,1.175013,4.531037,0.000000,0.000000
2023-01-03 15:00:00,1.030000,1.250000,19.370000,98.620000,54.710000,1.884264,1.174497,3.928684,0.000000,0.000000
2023-01-03 16:00:00,0.880000,1.120000,19.030000,98.600000,55.800000,1.609857,1.175625,2.452451,0.000000,0.000000
2023-01-03 17:00:00,1.030000,1.430000,18.270000,98.610000,59.350000,1.884264,1.178811,3.943113,0.000000,0.000000
2023-01-03 18:00:00,1.430000,2.170000,17.180000,98.670000,65.770000,2.616017,1.183956,10.598083,0.000000,0.000000
2023-01-03 19:00:00,1.790000,2.810000,16.000000,98.720000,71.030000,3.274595,1.189390,20.881756,96.775615,0.028051
2023-01-03 20:00:00,2.500000,3.290000,14.900000,98.790000,73.120000,4.573456,1.194779,57.146693,364.476648,0.105645
2023-01-03 21:00:00,2.760000,3.580000,13.990000,98.840000,78.280000,5.049096,1.199172,77.177776,480.965296,0.139410
2023-01-03 22:00:00,2.820000,3.650000,13.270000,98.850000,82.870000,5.158858,1.202308,82.536610,518.042899,0.150157
2023-01-03 23:00:00,2.690000,3.480000,12.660000,98.830000,87.630000,4.921039,1.204630,71.778468,448.660031,0.130046
2023-01-04 00:00:00,2.490000,3.190000,12.340000,98.810000,90.780000,4.555162,1.205737,56.981517,363.542969,0.105375
2023-01-04 01:00:00,2.160000,2.770000,12.240000,98.780000,92.680000,3.951466,1.205793,37.197820,224.699319,0.065130
2023-01-04 02:00:00,2.030000,2.630000,12.170000,98.770000,93.990000,3.713646,1.205967,30.882107,180.248002,0.052246
2023-01-04 03:00:00,2.040000,2.630000,12.140000,98.780000,94.630000,3.731940,1.206216,31.347214,183.707780,0.053249
2023-01-04 04:00:00,2.240000,2.900000,12.080000,98.820000,94.700000,4.097817,1.206958,41.525959,256.891441,0.074461
2023-01-04 05:00:00,2.590000,3.340000,11.940000,98.870000,94.500000,4.738101,1.208162,64.255131,407.124939,0.118007
2023-01-04 06:00:00,2.920000,3.750000,11.930000,98.920000,93.370000,5.341797,1.208815,92.128051,580.870148,0.168368
2023-01-04 07:00:00,3.020000,3.830000,12.190000,98.980000,91.510000,5.524735,1.208446,101.890007,640.697735,0.185709
2023-01-04 08:00:00,2.830000,3.540000,12.700000,99.020000,88.100000,5.177152,1.206777,83.727862,525.960742,0.152452
2023-01-04 09:00:00,2.510000,3.110000,13.500000,99.060000,82.830000,4.591750,1.203896,58.276507,371.527834,0.107689
2023-01-04 10:00:00,2.080000,2.590000,14.390000,99.080000,76.270000,3.805115,1.200412,33.067678,196.448012,0.056941
2023-01-04 11:00:00,1.620000,2.070000,15.510000,99.080000,69.260000,2.963600,1.195754,15.562179,0.000000,0.000000
2023-01-04 12:00:00,1.130000,1.510000,16.620000,99.060000,63.420000,2.067202,1.190933,5.260248,0.000000,0.000000
2023-01-04 13:00:00,0.640000,0.960000,17.650000,99.040000,60.420000,1.170805,1.186475,0.952099,0.000000,0.000000
2023-01-04 14:00:00,0.330000,0.450000,18.410000,99.010000,59.520000,0.603696,1.183024,0.130142,0.000000,0.000000
2023-01-04 15:00:00,0.650000,0.680000,18.650000,99.000000,58.110000,1.189099,1.181932,0.993610,0.000000,0.000000
2023-01-04 16:00:00,1.160000,1.400000,18.490000,99.010000,59.070000,2.122084,1.182700,5.651086,0.000000,0.000000
2023-01-04 17:00:00,1.600000,2.110000,18.160000,99.040000,60.930000,2.927012,1.184398,14.850503,0.000000,0.000000
2023-01-04 18:00:00,1.850000,2.700000,17.520000,99.090000,63.780000,3.384358,1.187605,23.018169,116.848718,0.033869
2023-01-04 19:00:00,2.080000,3.490000,16.320000,99.140000,67.170000,3.805115,1.193130,32.867096,195.256309,0.056596
2023-01-04 20:00:00,2.880000,4.080000,15.260000,99.220000,67.470000,5.268621,1.198482,87.637977,552.100528,0.160029
2023-01-04 21:00:00,3.060000,4.230000,14.250000,99.260000,71.370000,5.597910,1.203178,105.530442,661.801994,0.191827
2023-01-04 22:00:00,2.850000,4.170000,13.330000,99.290000,75.890000,5.213740,1.207407,85.560192,538.226114,0.156008
2023-01-04 23:00:00,2.540000,3.920000,12.670000,99.280000,79.230000,4.646631,1.210073,60.701060,386.309496,0.111974
2023-01-05 00:00:00,2.180000,3.380000,12.290000,99.260000,82.100000,3.988054,1.211440,38.419781,232.626405,0.067428
2023-01-05 01:00:00,1.850000,2.810000,12.080000,99.260000,85.270000,3.384358,1.212332,23.497422,119.281613,0.034574
2023-01-05 02:00:00,1.990000,3.050000,12.060000,99.270000,88.530000,3.640471,1.212539,29.250849,167.468453,0.048542
2023-01-05 03:00:00,2.350000,3.550000,12.450000,99.300000,89.920000,4.299049,1.211249,48.119444,305.060860,0.088423
2023-01-05 04:00:00,2.460000,3.670000,12.850000,99.360000,90.520000,4.500281,1.210286,55.153978,352.036864,0.102040
2023-01-05 05:00:00,2.330000,3.420000,13.420000,99.440000,90.060000,4.262461,1.208851,46.808435,295.881812,0.085763
2023-01-05 06:00:00,2.420000,3.280000,14.650000,99.520000,85.110000,4.427106,1.204653,52.262676,333.307989,0.096611
2023-01-05 07:00:00,2.840000,3.670000,15.530000,99.600000,79.230000,5.195446,1.201946,84.279826,529.823483,0.153572
2023-01-05 08:00:00,2.980000,3.720000,16.130000,99.650000,76.030000,5.451560,1.200056,97.215084,612.414243,0.177511
2023-01-05 09:00:00,2.980000,3.600000,16.470000,99.670000,74.240000,5.451560,1.198887,97.120447,611.817678,0.177338
2023-01-05 10:00:00,2.930000,3.460000,16.550000,99.670000,74.540000,5.360091,1.198556,92.287906,581.891852,0.168664
2023-01-05 11:00:00,2.820000,3.270000,16.620000,99.660000,75.540000,5.158858,1.198146,82.250919,516.249603,0.149638
2023-01-05 12:00:00,2.750000,3.100000,16.810000,99.640000,75.120000,5.030802,1.197121,76.211354,474.198357,0.137449
2023-01-05 13:00:00,2.720000,3.050000,17.150000,99.610000,73.660000,4.975920,1.195359,73.635728,457.925932,0.132732
2023-01-05 14:00:00,2.690000,3.050000,17.400000,99.600000,71.690000,4.921039,1.194211,71.157596,444.779512,0.128922
2023-01-05 15:00:00,2.700000,3.160000,17.460000,99.580000,70.620000,4.939333,1.193724,71.924828,448.832026,0.130096
2023-01-05 16:00:00,2.700000,3.230000,17.530000,99.580000,70.150000,4.939333,1.193437,71.907507,448.724116,0.130065
2023-01-05 17:00:00,2.510000,3.090000,17.440000,99.590000,70.390000,4.591750,1.193926,57.793927,368.451046,0.106797
2023-01-05 18:00:00,2.110000,2.690000,17.140000,99.630000,72.340000,3.859997,1.195640,34.382020,205.844730,0.059665
2023-01-05 19:00:00,1.630000,2.380000,16.570000,99.660000,76.540000,2.981893,1.198353,15.886608,0.000000,0.000000
2023-01-05 20:00:00,1.420000,2.090000,16.030000,99.700000,79.770000,2.597723,1.201073,10.527322,0.000000,0.000000
2023-01-05 21:00:00,1.060000,1.470000,15.830000,99.720000,80.200000,1.939145,1.202145,4.382865,0.000000,0.000000
2023-01-05 22:00:00,0.430000,0.650000,15.780000,99.710000,79.030000,0.786634,1.202233,0.292602,0.000000,0.000000
2023-01-05 23:00:00,0.560000,0.740000,15.680000,99.690000,79.610000,1.024454,1.202408,0.646397,0.000000,0.000000
2023-01-06 00:00:00,1.560000,2.020000,15.350000,99.680000,83.860000,2.853837,1.203662,13.988205,0.000000,0.000000
2023-01-06 01:00:00,2.130000,3.000000,15.060000,99.690000,87.480000,3.896585,1.204994,35.645715,214.293330,0.062114
2023-01-06 02:00:00,2.270000,3.570000,14.910000,99.710000,89.180000,4.152698,1.205864,43.177680,269.489218,0.078113
2023-01-06 03:00:00,2.530000,3.920000,14.860000,99.750000,89.700000,4.628338,1.206557,59.812626,380.907853,0.110408
2023-01-06 04:00:00,2.820000,4.180000,14.760000,99.810000,89.670000,5.158858,1.207702,82.906886,520.367032,0.150831
2023-01-06 05:00:00,3.200000,4.390000,14.720000,99.870000,89.390000,5.854024,1.208596,121.231240,748.799691,0.217043
2023-01-06 06:00:00,3.500000,4.490000,14.790000,99.920000,88.270000,6.402839,1.208907,158.664778,947.959559,0.274771
2023-01-06 07:00:00,3.550000,4.430000,14.820000,99.970000,86.540000,6.494308,1.209386,165.627892,982.650352,0.284826
2023-01-06 08:00:00,3.310000,4.010000,14.830000,100.000000,85.190000,6.055256,1.209707,134.291221,818.154252,0.237146
2023-01-06 09:00:00,3.080000,3.640000,15.100000,100.010000,83.270000,5.634498,1.208695,108.106606,676.840177,0.196186
2023-01-06 10:00:00,2.880000,3.350000,15.660000,100.010000,79.520000,5.268621,1.206351,88.213415,555.725513,0.161080
2023-01-06 11:00:00,2.820000,3.250000,16.570000,99.990000,74.260000,5.158858,1.202321,82.537515,518.048500,0.150159
2023-01-06 12:00:00,2.830000,3.230000,17.110000,99.960000,70.840000,5.177152,1.199724,83.238517,522.886768,0.151561
2023-01-06 13:00:00,2.900000,3.280000,17.460000,99.930000,68.790000,5.305209,1.197920,89.434544,563.738211,0.163402
2023-01-06 14:00:00,3.090000,3.480000,17.730000,99.890000,67.210000,5.652792,1.196329,108.046216,675.855902,0.195900
2023-01-06 15:00:00,3.370000,3.840000,17.710000,99.860000,66.330000,6.165019,1.196052,140.127455,849.643335,0.246273
2023-01-06 16:00:00,3.600000,4.200000,17.290000,99.850000,66.830000,6.585777,1.197662,171.050802,1007.106897,0.291915
2023-01-06 17:00:00,3.710000,4.420000,16.710000,99.870000,68.340000,6.787009,1.200298,187.626623,1084.249682,0.314275
2023-01-06 18:00:00,3.690000,4.570000,16.010000,99.910000,70.780000,6.750421,1.203686,185.129578,1073.648588,0.311202
2023-01-06 19:00:00,3.490000,4.760000,15.160000,99.940000,75.610000,6.384545,1.207597,157.138242,940.079367,0.272487
2023-01-06 20:00:00,3.580000,5.060000,14.490000,99.980000,79.560000,6.549189,1.210894,170.074382,1004.490267,0.291157
2023-01-06 21:00:00,3.900000,5.390000,14.220000,99.990000,81.160000,7.134592,1.212153,220.107546,1238.307007,0.358930
2023-01-06 22:00:00,4.170000,5.600000,14.100000,99.970000,82.070000,7.628525,1.212417,269.118646,1470.784918,0.426314
2023-01-06 23:00:00,4.420000,5.860000,14.060000,99.940000,82.460000,8.085870,1.212222,320.429555,1693.593773,0.490897
2023-01-07 00:00:00,4.710000,6.200000,13.940000,99.900000,83.070000,8.616391,1.212244,387.735990,1992.872601,0.577644
2023-01-07 01:00:00,4.780000,6.280000,13.730000,99.850000,84.070000,8.744448,1.212524,405.375462,2065.582007,0.598719
2023-01-07 02:00:00,4.840000,6.380000,13.620000,99.790000,84.220000,8.854211,1.212260,420.741510,2127.046507,0.616535
2023-01-07 03:00:00,4.970000,6.610000,13.510000,99.760000,84.290000,9.092031,1.212361,455.600802,2274.361611,0.659235
2023-01-07 04:00:00,5.100000,6.760000,13.420000,99.760000,84.580000,9.329850,1.212741,492.450083,2442.824815,0.708065
2023-01-07 05:00:00,5.130000,6.720000,13.650000,99.780000,83.230000,9.384732,1.212012,500.890065,2480.045223,0.718854
2023-01-07 06:00:00,5.960000,7.890000,14.270000,99.800000,78.790000,10.903119,1.209640,783.931843,3204.595141,0.928868
2023-01-07 07:00:00,6.200000,8.070000,14.930000,99.820000,74.770000,11.342171,1.207110,880.654373,3229.635122,0.936126
2023-01-07 08:00:00,6.180000,7.980000,15.510000,99.830000,72.210000,11.305583,1.204805,870.494155,3223.468071,0.934339
2023-01-07 09:00:00,6.160000,7.910000,15.900000,99.810000,70.510000,11.268996,1.202939,860.734456,3218.475569,0.932891
2023-01-07 10:00:00,6.080000,7.740000,16.240000,99.800000,69.160000,11.122645,1.201405,826.577786,3214.371337,0.931702
2023-01-07 11:00:00,5.950000,7.540000,16.480000,99.770000,68.600000,10.884826,1.200049,773.808142,3173.227996,0.919776
2023-01-07 12:00:00,5.790000,7.320000,16.690000,99.730000,68.330000,10.592124,1.198698,712.244590,3074.421834,0.891137
2023-01-07 13:00:00,5.680000,7.140000,16.930000,99.680000,67.840000,10.390892,1.197106,671.523507,3004.952604,0.871001
2023-01-07 14:00:00,5.600000,7.010000,17.150000,99.640000,67.190000,10.244542,1.195719,642.801282,2953.972754,0.856224
2023-01-07 15:00:00,5.540000,6.960000,17.180000,99.600000,67.200000,10.134779,1.195115,622.046268,2916.874759,0.845471
2023-01-07 16:00:00,5.470000,6.910000,17.030000,99.560000,67.410000,10.006722,1.195253,598.832498,2875.666574,0.833527
2023-01-07 17:00:00,5.310000,6.740000,16.660000,99.560000,68.680000,9.714021,1.196779,548.505586,2678.088507,0.776258
2023-01-07 18:00:00,5.070000,6.530000,16.070000,99.590000,71.330000,9.274969,1.199582,478.560951,2378.027279,0.689283
2023-01-07 19:00:00,4.510000,6.280000,15.210000,99.600000,75.660000,8.250515,1.203280,337.893562,1773.284590,0.513996
2023-01-07 20:00:00,4.440000,6.480000,14.810000,99.620000,78.210000,8.122458,1.205194,322.915769,1704.292934,0.493998
2023-01-07 21:00:00,4.800000,6.760000,14.940000,99.610000,77.640000,8.781036,1.204529,407.778608,2072.468861,0.600716
2023-01-07 22:00:00,5.030000,6.970000,14.990000,99.580000,77.650000,9.201794,1.203957,469.027703,2335.458615,0.676945
2023-01-07 23:00:00,5.230000,7.170000,14.980000,99.550000,77.860000,9.567670,1.203636,527.088841,2590.976208,0.751008
2023-01-08 00:00:00,5.280000,7.190000,14.900000,99.520000,78.330000,9.659139,1.203608,542.338238,2654.949513,0.769551
2023-01-08 01:00:00,5.220000,7.130000,14.840000,99.490000,78.800000,9.549376,1.203496,524.009912,2577.869176,0.747208
2023-01-08 02:00:00,5.120000,7.000000,14.800000,99.450000,78.970000,9.366438,1.203179,494.337501,2449.168656,0.709904
2023-01-08 03:00:00,4.900000,6.750000,14.780000,99.430000,79.160000,8.963974,1.203020,433.256146,2172.276205,0.629645
2023-01-08 04:00:00,4.510000,6.350000,14.680000,99.440000,79.950000,8.250515,1.203559,337.971947,1773.695755,0.514115
2023-01-08 05:00:00,4.460000,6.140000,14.890000,99.460000,79.920000,8.159046,1.202924,326.682747,1721.562198,0.499004
2023-01-08 06:00:00,4.860000,6.400000,15.580000,99.490000,76.750000,8.890799,1.200411,421.815270,2126.692646,0.616433
2023-01-08 07:00:00,5.000000,6.410000,16.290000,99.530000,73.710000,9.146912,1.197948,458.386098,2285.562349,0.662482
2023-01-08 08:00:00,4.950000,6.240000,16.990000,99.530000,71.320000,9.055443,1.195058,443.698504,2216.469817,0.642455
2023-01-08 09:00:00,4.880000,6.090000,17.570000,99.520000,69.850000,8.927386,1.192554,424.249065,2133.075117,0.618283
2023-01-08 10:00:00,4.830000,5.960000,18.040000,99.490000,68.710000,8.835917,1.190270,410.554046,2078.330632,0.602415
2023-01-08 11:00:00,4.730000,5.790000,18.360000,99.460000,68.070000,8.652979,1.188605,385.038707,1974.246736,0.572245
2023-01-08 12:00:00,4.530000,5.500000,18.530000,99.420000,67.830000,8.287102,1.187434,337.899605,1770.147258,0.513086
2023-01-08 13:00:00,4.270000,5.140000,18.690000,99.370000,67.270000,7.811463,1.186186,282.696264,1523.106326,0.441480
2023-01-08 14:00:00,3.990000,4.780000,18.760000,99.330000,66.740000,7.299236,1.185425,230.502755,1286.681681,0.372951
2023-01-08 15:00:00,3.720000,4.450000,18.710000,99.310000,66.270000,6.805303,1.185389,186.798418,1077.509060,0.312321
2023-01-08 16:00:00,3.480000,4.150000,18.430000,99.300000,66.990000,6.366251,1.186408,153.057713,916.851628,0.265754
2023-01-08 17:00:00,3.270000,3.930000,17.960000,99.290000,68.690000,5.982081,1.188204,127.179647,777.465576,0.225352
2023-01-08 18:00:00,3.160000,3.900000,17.250000,99.310000,72.330000,5.780849,1.191348,115.075690,714.451194,0.207087
2023-01-08 19:00:00,2.820000,3.880000,15.990000,99.330000,80.980000,5.158858,1.196781,82.157186,515.661460,0.149467
2023-01-08 20:00:00,2.780000,3.880000,15.090000,99.330000,87.090000,5.085683,1.200518,78.956256,493.427204,0.143022
2023-01-08 21:00:00,2.740000,3.940000,14.700000,99.320000,91.270000,5.012508,1.202023,75.691678,470.171453,0.136282
2023-01-08 22:00:00,2.680000,3.940000,14.550000,99.290000,94.420000,4.902745,1.202287,70.842846,443.523122,0.128557
2023-01-08 23:00:00,2.660000,3.990000,14.630000,99.260000,95.890000,4.866157,1.201589,69.228440,434.742048,0.126012
2023-01-09 00:00:00,2.700000,4.090000,14.720000,99.220000,96.620000,4.939333,1.200730,72.346925,451.466234,0.130860
2023-01-09 01:00:00,2.570000,3.960000,14.690000,99.190000,97.340000,4.701513,1.200492,62.379528,396.024512,0.114790
2023-01-09 02:00:00,2.330000,3.540000,14.580000,99.180000,97.730000,4.262461,1.200830,46.497831,293.918569,0.085194
2023-01-09 03:00:00,1.970000,2.870000,14.500000,99.180000,97.860000,3.603883,1.201164,28.111523,159.080954,0.046110
2023-01-09 04:00:00,1.860000,2.390000,14.480000,99.200000,97.340000,3.402651,1.201489,23.666950,121.623730,0.035253
2023-01-09 05:00:00,1.920000,2.490000,14.720000,99.220000,95.200000,3.512414,1.200730,26.015518,141.988685,0.041156
2023-01-09 06:00:00,1.750000,2.220000,15.920000,99.240000,88.420000,3.201419,1.195986,19.621123,83.738166,0.024272
2023-01-09 07:00:00,1.100000,1.290000,17.180000,99.280000,79.390000,2.012321,1.191276,4.853711,0.000000,0.000000
2023-01-09 08:00:00,0.740000,1.000000,18.250000,99.310000,73.850000,1.353743,1.187260,1.472735,0.000000,0.000000
2023-01-09 09:00:00,0.690000,1.020000,19.640000,99.300000,66.400000,1.262274,1.181505,1.188136,0.000000,0.000000
2023-01-09 10:00:00,0.680000,1.000000,21.100000,99.280000,59.090000,1.243980,1.175406,1.131353,0.000000,0.000000
2023-01-09 11:00:00,0.980000,1.340000,22.210000,99.250000,56.190000,1.792795,1.170634,3.372741,0.000000,0.000000
2023-01-09 12:00:00,1.370000,1.860000,22.810000,99.210000,56.650000,2.506254,1.167790,9.192002,0.000000,0.000000
2023-01-09 13:00:00,1.770000,2.470000,23.080000,99.170000,58.050000,3.238007,1.166256,19.796893,88.274945,0.025587
2023-01-09 14:00:00,1.980000,2.780000,23.300000,99.140000,58.370000,3.622177,1.165038,27.683373,157.602185,0.045682
2023-01-09 15:00:00,2.090000,2.910000,23.350000,99.120000,57.910000,3.823409,1.164606,32.546285,193.892838,0.056201
2023-01-09 16:00:00,2.290000,3.180000,22.930000,99.110000,58.320000,4.189286,1.166140,42.868750,268.883730,0.077937
2023-01-09 17:00:00,2.650000,3.760000,21.930000,99.120000,60.850000,4.847863,1.170210,66.663039,419.238444,0.121518
2023-01-09 18:00:00,2.850000,4.270000,20.640000,99.180000,64.990000,5.213740,1.176060,83.338877,524.252554,0.151957
2023-01-09 19:00:00,2.410000,4.170000,18.950000,99.250000,72.010000,4.408812,1.183699,50.719628,323.312018,0.093714
2023-01-09 20:00:00,2.000000,3.780000,17.470000,99.310000,78.360000,3.658765,1.190447,29.153013,167.795060,0.048636
2023-01-09 21:00:00,1.900000,3.230000,16.610000,99.340000,80.520000,3.475827,1.194341,25.076822,134.455624,0.038973
2023-01-09 22:00:00,2.200000,3.130000,15.930000,99.370000,83.770000,4.024641,1.197511,39.032939,237.891413,0.068954
2023-01-09 23:00:00,2.720000,3.840000,15.660000,99.400000,88.630000,4.975920,1.198993,73.859581,459.318069,0.133136
2023-01-10 00:00:00,3.100000,4.470000,15.720000,99.430000,92.380000,5.671086,1.199106,109.351829,683.378923,0.198081
